tick,agent_id,action,action_name,message,reasoning,pool_pct,own_herd,payoff_add,payoff_keep,payoff_remove,run_id,condition
37,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 37 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
38,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 38 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
38,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 38 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
38,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 38 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
39,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 39 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
39,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 39 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
39,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 39 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
40,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 40 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
40,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 40 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
40,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 40 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
41,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 41 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
41,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 40+ rounds. This sustainable balance benefits us all. Let's keep it going",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
41,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 41 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
42,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 42 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
42,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 42 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
42,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 42 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
43,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 43 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
43,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 43 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
43,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 43 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
44,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 44 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
44,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 44 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
44,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 44 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
45,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 45 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
45,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 45 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
45,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 45 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
46,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 46 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
46,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 46 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
46,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 46 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
47,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 47 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
47,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 47 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
47,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 47 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
48,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 48 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
48,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 48 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
48,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 48 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
49,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 49 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
49,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 49 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
49,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 49 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
50,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 50 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
50,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 50 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
50,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 50 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
51,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 51 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
51,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 51 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
51,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 51 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
52,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 52 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
52,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 52 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
52,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 52 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
53,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 53 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
53,2,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 53 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
53,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 53 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
54,0,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 54 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
54,1,0,KEEP,"Holding at 13 cows. Our three-way equilibrium continues working perfectly — 99.4% grassland, equal herds, full cooperation for 54 rounds. This sustainable balance benefits us all. Let's keep it going.",,99.4,13,27.846,26.0,24.149,20260515_233233_full-gabm,full-gabm
